Date,Close/Last,Open,High,Low
03/05/2024,113.0061,114.1265,114.8624,112.7423
03/04/2024,112.9877,109.9913,113.0237,109.7986
03/01/2024,108.6492,105.9503,109.0357,104.9438
02/29/2024,105.372,104.9533,106.361,104.8287
02/28/2024,102.9405,103.7516,103.7991,102.6021
02/27/2024,104.3898,105.6592,105.8838,104.3898
02/26/2024,105.1938,105.2572,105.2686,104.239
02/23/2024,106.7229,104.8367,106.9234,103.9159
02/22/2024,104.8473,106.5367,106.618,104.7356
02/21/2024,107.043,107.1437,107.1444,105.7607
02/20/2024,107.8375,108.3966,108.8686,107.1926
02/16/2024,107.8594,107.4106,108.9401,106.8919
02/15/2024,107.4949,105.5397,108.4971,105.5397
02/14/2024,104.2731,103.8202,104.2991,102.8552
02/13/2024,103.7045,107.6499,107.6556,102.8516
02/12/2024,110.5455,109.2897,111.045,109.2133
02/09/2024,109.3202,110.1144,110.1144,108.6738
02/08/2024,110.5123,111.0135,111.2168,110.2712
02/07/2024,111.6996,112.4837,112.8675,111.4585
02/06/2024,112.8952,111.7985,113.2057,111.6658
02/05/2024,111.4853,112.2029,112.5816,110.6464
02/02/2024,114.063,115.0105,115.1631,112.4969
02/01/2024,117.5389,114.5715,117.718,114.525
01/31/2024,113.5418,114.4775,116.2593,113.3219
01/30/2024,114.1887,115.1416,115.727,113.5128
01/29/2024,115.1416,114.4246,115.3547,113.0824
01/26/2024,113.741,114.4739,115.1897,113.5783
01/25/2024,114.1637,113.8626,114.6392,113.1933
01/24/2024,112.7004,116.908,117.2254,112.6597
01/23/2024,115.1759,113.6692,115.3435,113.5275
01/22/2024,112.6979,111.6423,113.2492,111.2261
01/19/2024,112.9372,112.9417,113.0175,111.4314
01/18/2024,112.6543,112.9834,113.0465,112.0491
01/17/2024,112.7757,113.9658,113.9658,112.2167
